597|896.0|2880.0|1|11
1177|896.0|7424.0|1|10
1611|896.0|11116.0|1|10
2060|1280.0|12416.0|1|14
2061|640.0|12416.0|1|14
2063|672.0|12320.0|1|14
2064|640.0|12224.0|1|14
2066|1120.0|12224.0|1|14
2068|960.0|12224.0|1|14
2069|1216.0|12224.0|1|14
2071|1280.0|12224.0|1|14
2078|1248.0|12320.0|1|14
2079|800.0|12224.0|1|14
2081|704.0|12224.0|1|14
2086|736.0|12320.0|1|14
2087|832.0|12320.0|1|14
2088|800.0|12416.0|1|14
2089|704.0|12416.0|1|14
2090|960.0|12320.0|1|14
2091|960.0|12416.0|1|14
2092|1088.0|12320.0|1|14
2093|1120.0|12416.0|1|14
2094|1184.0|12320.0|1|14
2095|1216.0|12416.0|1|14
1868|896.0|9800.0|1|15
1869|980.0|9880.0|0|15
1870|812.0|9880.0|0|15
1877|896.0|8880.0|1|15
1880|980.0|8808.0|0|15
1883|812.0|8808.0|0|15
2398|1424.0|12168.0|1|15
