0|0|0|QLAVA|1128.0|-136.0|30|53.666|53.666|30
0|81|0|QLAVA|608.0|-276.0|30|31.113|31.113|30
0|81|0|QLAVA|480.0|-124.0|30|11.642|11.642|30
0|81|0|QLAVA|608.0|-124.0|30|42.426|42.426|30
0|81|0|QLAVA|736.0|-124.0|30|60.0|60.0|30
0|81|0|QLAVA|608.0|-200.0|30|84.853|84.853|30
0|98|0|QLAVA|1216.0|-176.0|30|16.0|16.0|30
0|98|0|QLAVA|1344.0|-176.0|30|42.933|42.933|30
0|98|0|QLAVA|1216.0|-80.0|30|48.0|48.0|30
0|98|0|QLAVA|1344.0|-80.0|30|16.0|16.0|30
0|98|0|QLAVA|1280.0|-128.0|30|65.97|65.97|30
0|182|0|QLAVA|5199.059|-1584.0|30|79.059|79.059|30
0|182|0|QLAVA|5357.176|-1584.0|30|80.0|80.0|30
0|182|0|QLAVA|5515.294|-1584.0|30|80.0|80.0|30
0|182|0|QLAVA|5673.412|-1584.0|30|80.0|80.0|30
0|182|0|QLAVA|5831.529|-1584.0|30|80.0|80.0|30
0|182|0|QLAVA|5989.647|-1584.0|30|80.0|80.0|30
0|182|0|QLAVA|6147.765|-1584.0|30|80.0|80.0|30
0|182|0|QLAVA|6305.882|-1584.0|30|80.0|80.0|30
0|182|0|QLAVA|6464.0|-1584.0|30|80.0|80.0|30
0|182|0|QLAVA|6622.118|-1584.0|30|80.0|80.0|30
0|182|0|QLAVA|6780.235|-1584.0|30|80.0|80.0|30
0|182|0|QLAVA|6938.353|-1584.0|30|80.0|80.0|30
0|182|0|QLAVA|7096.471|-1584.0|30|80.0|80.0|30
0|182|0|QLAVA|7254.588|-1584.0|30|78.552|78.552|30
0|182|0|QLAVA|7412.706|-1584.0|30|62.629|62.629|30
0|182|0|QLAVA|7570.824|-1584.0|30|11.747|11.747|30
0|182|0|QLAVA|7728.941|-1584.0|30|74.473|74.473|30
0|182|0|QLAVA|5199.059|-1424.0|30|79.059|79.059|30
0|182|0|QLAVA|5357.176|-1424.0|30|104.188|104.188|30
0|182|0|QLAVA|5831.529|-1424.0|30|73.384|73.384|30
0|182|0|QLAVA|5989.647|-1424.0|30|112|112|30
0|182|0|QLAVA|6147.765|-1424.0|30|112|112|30
