731|-2352.0|-1584.0|1|9
96|448.0|-1536.0|1|14
97|-192.0|-1536.0|1|14
99|-160.0|-1632.0|1|14
100|-192.0|-1728.0|1|14
102|288.0|-1728.0|1|14
103|128.0|-1728.0|1|14
104|384.0|-1728.0|1|14
105|448.0|-1728.0|1|14
111|416.0|-1632.0|1|14
112|-32.0|-1728.0|1|14
114|-128.0|-1728.0|1|14
118|-96.0|-1632.0|1|14
119|0.0|-1632.0|1|14
120|-32.0|-1536.0|1|14
121|-128.0|-1536.0|1|14
122|128.0|-1632.0|1|14
123|128.0|-1536.0|1|14
124|256.0|-1632.0|1|14
125|288.0|-1536.0|1|14
126|352.0|-1632.0|1|14
127|384.0|-1536.0|1|14
1499|592.0|-1784.0|1|15
