0|6|0|XA11TEX|EV000000|0|832.0|128.0|-140.0|1|0|0|640.0|384.0|10|6
1|8|1|QROCK3X8|EV000001|60|832.0|384.0|-140.0|0.9796027006414902|0.20094414372133132|0|636.9929355966202|268.0|10|5
1|185|0|QROCK3X8|EV000002|110|1440.0|416.0|112.0|0.31622776601683794|-0.9486832980505138|0|101.19288512538814|16.0|2|1
1|185|2|QROCK3X8|EV000003|112|1440.0|416.0|-140.0|0.31622776601683794|-0.9486832980505138|0|101.19288512538814|70.0|2|2
1|422|0|QROCK3X8|EV000004|116|1456.0|512.0|112.0|-0.1643989873053573|-0.9863939238321437|0|97.32420048477151|16.0|2|1
1|422|2|QROCK3X8|EV000005|118|1456.0|512.0|-140.0|-0.1643989873053573|-0.9863939238321437|0|97.32420048477151|70.0|2|2
0|7|0|XA11TEX|EV000006|122|576.0|-128.0|-180.0|1|0|0|256.0|512.0|4|8
1|9|1|QROCK3X8|EV000007|154|576.0|64.0|-180.0|0.6246950475544243|0.7808688094430304|0|409.7999511957023|308.0|7|5
1|183|2|QROCK3X8|EV000008|189|832.0|384.0|-180.0|0.0|-1.0|0|256.0|40.0|4|1
0|8|0|XA11TEX|EV000009|193|448.0|-320.0|-220.0|1|0|0|256.0|384.0|4|6
1|10|1|QROCK3X8|EV000010|217|448.0|-320.0|-220.0|0.31622776601683794|0.9486832980505138|0|404.7715405015526|348.0|7|6
1|181|2|QROCK3X8|EV000011|259|576.0|64.0|-220.0|0.5547001962252291|-0.8320502943378437|0|230.7552816296953|40.0|4|1
0|9|0|XA11TEX|EV000012|263|-960.0|-64.0|-326.0|1|0|0|384.0|128.0|6|2
1|11|0|QROCK3X8|EV000013|275|-768.0|64.0|-138.0|0.8320502943378437|-0.5547001962252291|0|230.7552816296953|10.0|4|1
1|11|2|QROCK3X8|EV000014|279|-768.0|64.0|-326.0|0.8320502943378437|-0.5547001962252291|0|230.7552816296953|188.0|4|3
1|50|0|QROCK3X8|EV000015|291|-960.0|0.0|-192.0|0.9486832980505138|0.31622776601683794|0|202.3857702507763|64.0|4|1
1|50|2|QROCK3X8|EV000016|295|-960.0|0.0|-326.0|0.9486832980505138|0.31622776601683794|0|202.3857702507763|134.0|4|3
0|10|0|XA11TEX|EV000017|307|-800.0|-64.0|-138.0|1|0|0|224.0|160.0|4|3
1|162|0|QROCK3X8|EV000018|319|-768.0|64.0|-192.0|-0.7071067811865475|0.7071067811865475|0|45.254833995939045|54.0|1|1
0|11|0|XA11TEX|EV000019|320|-64.0|-768.0|-296.0|1|0|0|384.0|320.0|6|5
1|13|1|QROCK3X8|EV000020|350|320.0|-768.0|-296.0|-0.9863939238321437|0.1643989873053573|0|389.29680193908604|130.0|7|3
1|100|0|QROCK3X8|EV000021|371|-64.0|-704.0|-176.0|0.7808688094430304|0.6246950475544243|0|409.7999511957023|10.0|7|1
1|103|2|QROCK3X8|EV000022|378|256.0|-448.0|-296.0|0.19611613513818404|-0.9805806756909202|0|326.3372488699382|40.0|6|1
0|12|0|XA11TEX|EV000023|384|2048.0|0.0|-120.0|1|0|0|512.0|448.0|8|7
1|14|1|QROCK3X8|EV000024|440|2048.0|448.0|-120.0|0.8944271909999159|-0.4472135954999579|0|572.4334022399462|248.0|9|4
1|191|2|QROCK3X8|EV000025|476|2560.0|192.0|-120.0|-0.31622776601683794|-0.9486832980505138|0|202.3857702507763|20.0|4|1
0|13|0|XA11TEX|EV000026|480|1792.0|192.0|-140.0|1|0|0|320.0|320.0|5|5
1|15|1|QROCK3X8|EV000027|505|1792.0|512.0|-140.0|0.9701425001453319|-0.24253562503633297|0|263.8787600395303|268.0|5|5
1|186|0|QROCK3X8|EV000028|530|1792.0|320.0|112.0|0.6|0.8|0|80.0|16.0|2|1
1|186|2|QROCK3X8|EV000029|532|1792.0|320.0|-140.0|0.6|0.8|0|80.0|70.0|2|2
1|189|2|QROCK3X8|EV000030|536|2048.0|448.0|-140.0|0.24253562503633297|-0.9701425001453319|0|263.8787600395303|20.0|5|1
1|419|0|QROCK3X8|EV000031|541|1840.0|384.0|112.0|-0.3511234415883917|0.9363291775690445|0|136.7040599250805|16.0|3|1
1|419|2|QROCK3X8|EV000032|544|1840.0|384.0|-140.0|-0.3511234415883917|0.9363291775690445|0|136.7040599250805|70.0|3|2
0|14|0|XA11TEX|EV000033|550|1440.0|320.0|-70.0|1|0|0|64.0|192.0|1|3
1|16|1|QROCK3X8|EV000034|553|1456.0|512.0|-70.0|1.0|0.0|0|48.0|182.0|1|3
1|424|0|QROCK3X8|EV000035|556|1472.0|432.0|96.0|0.0|-1.0|0|112.0|16.0|2|1
1|430|0|QROCK3X8|EV000036|558|1504.0|512.0|96.0|-0.3713906763541037|-0.9284766908852594|0|86.16263691415206|16.0|2|1
0|15|0|XA02TEX|EV000037|560|-448.0|-1536.0|0.0|1|0|0|704.0|704.0|11|11
1|22|1|BERGE|EV000038|681|32.0|-1056.0|0.0|-0.9701425001453319|0.24253562503633297|0|131.93938001976514|128.0|3|2
1|24|1|BERGE|EV000039|687|-224.0|-1056.0|0.0|-0.24253562503633297|-0.9701425001453319|0|131.93938001976514|128.0|3|2
1|26|1|BERGE|EV000040|693|-224.0|-1312.0|0.0|0.9701425001453319|-0.24253562503633297|0|131.93938001976514|128.0|3|2
1|28|1|BERGE|EV000041|699|32.0|-1312.0|0.0|0.24253562503633297|0.9701425001453319|0|131.93938001976514|128.0|3|2
1|30|1|BERGE|EV000042|705|-96.0|-1024.0|0.0|-0.9701425001453319|-0.24253562503633297|0|131.93938001976514|128.0|3|2
1|32|1|BERGE|EV000043|711|-256.0|-1184.0|0.0|0.24253562503633297|-0.9701425001453319|0|131.93938001976514|128.0|3|2
1|34|1|BERGE|EV000044|717|-96.0|-1344.0|0.0|0.9701425001453319|0.24253562503633297|0|131.93938001976514|128.0|3|2
1|36|1|BERGE|EV000045|723|64.0|-1184.0|0.0|-0.24253562503633297|0.9701425001453319|0|131.93938001976514|128.0|3|2
1|38|1|BERGE2|EV000046|729|-256.0|-1408.0|0.0|-0.1643989873053573|0.9863939238321437|0|389.29680193908604|128.0|7|2
1|40|1|BERGE2|EV000047|743|128.0|-1344.0|0.0|-0.9863939238321437|-0.1643989873053573|0|389.29680193908604|128.0|7|2
1|42|1|BERGE2|EV000048|757|64.0|-960.0|0.0|0.1643989873053573|-0.9863939238321437|0|389.29680193908604|128.0|7|2
1|44|1|BERGE2|EV000049|771|-320.0|-1024.0|0.0|0.9863939238321437|0.1643989873053573|0|389.29680193908604|128.0|7|2
0|16|0|XA02TEX|EV000050|785|-256.0|-1344.0|0.0|1|0|0|320.0|320.0|5|5
1|21|1|BERGE1|EV000051|810|-96.0|-1024.0|0.0|0.9701425001453319|-0.24253562503633297|0|131.93938001976514|128.0|3|2
1|23|1|BERGE1|EV000052|816|-256.0|-1184.0|0.0|0.24253562503633297|0.9701425001453319|0|131.93938001976514|128.0|3|2
1|25|1|BERGE1|EV000053|822|-96.0|-1344.0|0.0|-0.9701425001453319|0.24253562503633297|0|131.93938001976514|128.0|3|2
1|27|1|BERGE1|EV000054|828|64.0|-1184.0|0.0|-0.24253562503633297|-0.9701425001453319|0|131.93938001976514|128.0|3|2
1|29|1|BERGE1|EV000055|834|-224.0|-1056.0|0.0|0.9701425001453319|0.24253562503633297|0|131.93938001976514|128.0|3|2
1|31|1|BERGE1|EV000056|840|-224.0|-1312.0|0.0|-0.24253562503633297|0.9701425001453319|0|131.93938001976514|128.0|3|2
1|33|1|BERGE1|EV000057|846|32.0|-1312.0|0.0|-0.9701425001453319|-0.24253562503633297|0|131.93938001976514|128.0|3|2
1|35|1|BERGE1|EV000058|852|32.0|-1056.0|0.0|0.24253562503633297|-0.9701425001453319|0|131.93938001976514|128.0|3|2
0|17|0|XA11TEX|EV000059|858|256.0|-768.0|-256.0|1|0|0|384.0|448.0|6|7
1|45|1|QROCK3X8|EV000060|900|256.0|-448.0|-256.0|0.8320502943378437|0.5547001962252291|0|230.7552816296953|384.0|4|6
1|62|1|QROCK3X8|EV000061|924|448.0|-768.0|-256.0|-1.0|0.0|0|128.0|384.0|2|6
1|63|1|QROCK3X8|EV000062|936|640.0|-768.0|-256.0|-1.0|0.0|0|192.0|384.0|3|6
1|102|0|QROCK3X8|EV000063|954|320.0|-768.0|-166.0|-0.19611613513818404|0.9805806756909202|0|326.3372488699382|294.0|6|5
0|18|0|XA11TEX|EV000064|984|-256.0|-704.0|-322.0|1|0|0|512.0|256.0|8|4
1|46|1|QROCK3X8|EV000065|1016|-64.0|-448.0|-322.0|1.0|0.0|0|32.0|146.0|1|3
1|61|1|QROCK3X8|EV000066|1019|-64.0|-704.0|-322.0|-0.8320502943378437|0.5547001962252291|0|230.7552816296953|146.0|4|3
1|101|2|QROCK3X8|EV000067|1031|256.0|-448.0|-322.0|-0.7808688094430304|-0.6246950475544243|0|409.7999511957023|26.0|7|1
1|1162|1|QROCK3X8|EV000068|1038|160.0|-448.0|-322.0|1.0|0.0|0|96.0|146.0|2|3
1|1164|0|QROCK3X8|EV000069|1044|-32.0|-448.0|-208.0|1.0|0.0|0|192.0|32.0|3|1
1|1164|2|QROCK3X8|EV000070|1047|-32.0|-448.0|-322.0|1.0|0.0|0|192.0|64.0|3|1
0|19|0|XA11TEX|EV000071|1050|-448.0|-576.0|-346.0|1|0|0|384.0|256.0|6|4
1|47|1|QROCK3X8|EV000072|1074|-320.0|-320.0|-346.0|0.8944271909999159|-0.4472135954999579|0|286.2167011199731|218.0|5|4
1|60|1|QROCK3X8|EV000073|1094|-256.0|-576.0|-346.0|-1.0|0.0|0|192.0|218.0|3|4
1|90|0|QROCK3X8|EV000074|1106|-64.0|-448.0|-176.0|-0.8320502943378437|-0.5547001962252291|0|230.7552816296953|48.0|4|1
1|90|2|QROCK3X8|EV000075|1110|-64.0|-448.0|-346.0|-0.8320502943378437|-0.5547001962252291|0|230.7552816296953|24.0|4|1
0|20|0|XA11TEX|EV000076|1114|-640.0|-704.0|-384.0|1|0|0|320.0|640.0|5|10
1|48|2|QROCK3X8|EV000077|1164|-576.0|-64.0|-384.0|0.7071067811865475|-0.7071067811865475|0|362.03867196751236|257.0|6|5
1|59|1|QROCK3X8|EV000078|1194|-448.0|-576.0|-384.0|-0.8320502943378437|-0.5547001962252291|0|230.7552816296953|256.0|4|4
1|89|2|QROCK3X8|EV000079|1210|-320.0|-320.0|-384.0|-0.4472135954999579|-0.8944271909999159|0|286.2167011199731|38.0|5|1
0|21|0|XA11TEX|EV000080|1215|-640.0|-320.0|-127.0|1|0|0|320.0|384.0|5|6
1|164|0|QROCK3X8|EV000081|1245|-576.0|-64.0|-138.0|-0.4472135954999579|0.8944271909999159|0|143.10835055998655|11.0|3|1
0|22|0|XA11TEX|EV000082|1248|-1024.0|0.0|-192.0|1|0|0|256.0|96.0|4|2
1|160|2|QROCK3X8|EV000083|1256|-960.0|0.0|-192.0|-1.0|0.0|0|64.0|32.0|1|1
0|23|0|XA11TEX|EV000084|1257|-1080.0|-704.0|-384.0|1|0|0|504.0|704.0|8|11
1|52|0|QROCK3X8|EV000085|1345|-1080.0|-152.0|-160.0|0.6196442885790207|0.7848827655334262|0|193.65949499056327|32.0|4|1
1|52|2|QROCK3X8|EV000086|1349|-1080.0|-152.0|-384.0|0.6196442885790207|0.7848827655334262|0|193.65949499056327|224.0|4|4
1|96|2|QROCK3X8|EV000087|1365|-960.0|0.0|-384.0|0.9863939238321437|-0.1643989873053573|0|389.29680193908604|58.0|7|1
1|16863|2|CFLOOR3|EV000088|1372|-608.0|-224.0|-384.0|0.0|1.0|0|128.0|4.0|2|1
1|16865|2|CFLOOR3|EV000089|1374|-608.0|-96.0|-384.0|-1.0|0.0|0|32.0|4.0|1|1
1|16867|2|CFLOOR3|EV000090|1375|-640.0|-96.0|-384.0|0.0|1.0|0|32.0|4.0|1|1
1|16869|2|CFLOOR3|EV000091|1376|-640.0|-64.0|-384.0|-1.0|0.0|0|32.0|4.0|1|1
1|16871|2|CFLOOR3|EV000092|1377|-672.0|-64.0|-384.0|0.0|-1.0|0|32.0|4.0|1|1
