34|416.0|-3544.0|1|100034
60|416.0|-2640.0|1|17
122|960.0|-3064.0|1|100122
823|960.0|-2888.0|1|100823
228|2144.0|-4056.0|1|100228
721|2056.0|-3808.0|1|22
243|1832.0|-4320.0|1|100243
252|2144.0|-4824.0|1|23
294|2472.0|-4320.0|1|7
308|3648.0|-4456.0|1|100308
313|3536.0|-4224.0|1|100313
1433|9320.0|-384.0|1|16
451|-272.0|-2608.0|1|100451
505|-112.0|-2000.0|1|100505
651|888.0|-2016.0|1|19
58|416.0|-2976.0|1|20
677|1024.0|-1848.0|1|20
774|1368.0|-2976.0|1|100774
806|1728.0|-2536.0|1|100806
75|1568.0|-2464.0|1|25
433|1504.0|-2464.0|1|25
434|1504.0|-2400.0|1|25
438|1568.0|-2400.0|1|25
924|1536.0|-2216.0|1|100924
1701|8448.0|-1576.0|1|101701
1048|-688.0|-5888.0|1|33
1150|-128.0|-6608.0|1|101150
1285|4168.0|-8256.0|0|101285
1324|5632.0|-6112.0|0|101324
1327|5632.0|-6728.0|0|43
1552|5552.0|-6912.0|0|44
1333|4768.0|-7968.0|1|39
1673|4704.0|-7968.0|1|39
1674|4640.0|-7968.0|1|39
1675|4576.0|-7968.0|1|39
1676|4416.0|-7968.0|1|39
1288|4544.0|-7884.0|1|40
1299|6016.0|-7252.0|1|41
1344|6176.0|-6880.0|1|42
1938|8954.0|-711.0|1|45
1244|10544.0|1152.0|1|46
1701|8448.0|-1576.0|1|46
1976|11728.0|1152.0|1|46
1970|11144.0|1408.0|1|101970
2069|9920.0|1808.0|1|48
2687|13984.0|-8356.0|1|102687
2556|13024.0|-7516.0|1|102556
2613|13984.0|-8824.0|1|102613
2689|13024.0|-7176.0|1|102689
2688|13408.0|-7176.0|1|102688
59|416.0|-2728.0|1|34
2941|16432.0|16.0|1|102941
2048|13552.0|1216.0|0|47
2915|16391.78733734667|-1206.1676853301956|1|63
2935|16464.0|-1208.0|1|63
2919|16713.832314669806|-1415.7873373466687|1|64
2934|16712.0|-1456.0|1|64
2923|16504.21266265333|-1737.8323146698044|1|65
2933|16464.0|-1736.0|1|65
2906|16040.0|-1472.0|1|67
2907|16024.0|-1472.0|1|67
2908|16192.0|-1600.0|1|67
2909|16365.656854249492|-1389.6568542494924|0|67
2910|16344.0|-1472.0|1|67
2912|16192.0|-1344.0|1|67
2913|16248.0|-1272.0|1|67
2914|16320.0|-1216.0|1|67
2916|16576.0|-1216.0|1|67
2917|16648.0|-1272.0|1|67
2918|16704.0|-1344.0|1|67
2920|16704.0|-1600.0|1|67
2921|16648.0|-1672.0|1|67
2922|16576.0|-1728.0|1|67
2924|16320.0|-1728.0|1|67
2925|16248.0|-1672.0|1|67
2930|16399.155417528|-1443.5777087639997|0|67
2931|16418.266055495307|-1521.5183473879074|1|67
2965|16448.0|-1472.0|1|67
2926|16184.0|-1472.0|1|68
2927|16712.0|-1472.0|1|68
2928|16448.0|-1736.0|1|68
2929|16448.0|-1208.0|1|68
2911|16182.167685330196|-1415.7873373466687|1|69
2932|16184.0|-1456.0|1|69
2941|16432.0|16.0|1|70
