0|8|0|QLAVA|-288.0|2504.0|30|8.0|8.0|30
1|4646|0|QLAVA|338.0|9100.0|160.0|12|12|70.4
1|4646|2|QLAVA|338.0|9100.0|32.0|12|12|35.2
1|4661|1|QLAVA2|352.0|9096.0|56.0|20.8|12|61.6
1|4661|1|QLAVA2|352.0|9096.0|168.0|20.8|12|61.6
1|4667|0|QLAVA|366.0|9100.0|160.0|12|12|70.4
1|4667|2|QLAVA|366.0|9100.0|32.0|12|12|35.2
1|4664|1|QLAVA|260.0|9094.0|24.0|12|12|26.4
1|4657|1|QLAVA|444.0|9094.0|24.0|12|12|26.4
1|4629|1|QLAVA|438.0|9100.0|16.0|12|12|17.6
1|4658|1|QLAVA|266.0|9100.0|16.0|12|12|17.6
1|4644|0|QLAVA|332.0|9094.0|138.0|12|12|37.4
1|4644|0|QLAVA|332.0|9094.0|206.0|12|12|37.4
1|4644|2|QLAVA|332.0|9094.0|36.0|12|12|39.6
1|4650|0|QLAVA|372.0|9094.0|138.0|12|12|37.4
1|4650|0|QLAVA|372.0|9094.0|206.0|12|12|37.4
1|4650|2|QLAVA|372.0|9094.0|36.0|12|12|39.6
0|1424|0|QLAVA|-4400.0|8334.815|30|16.886|16.886|30
0|1424|0|QLAVA|-4304.0|8334.815|30|15.109|15.109|30
0|1424|0|QLAVA|-4352.0|8334.815|30|15.997|15.997|30
