UTNTSkyEdge_tnt04c_10483_0|10483|0|1|2040|2040|-1024.0|12256.0|-800.0|12000.0|-912.3762883473535|12127.670747696066|-4640.0|-4640.0|-4640.0|QROCK3X8|QROCK3X8|1.0|1.0|0.0|32.0|22|rock|-|SG000352|-|224
UTNTSkyEdge_tnt04c_12470_0|12470|0|1|2040|2040|-800.0|12000.0|-576.0|11872.0|-688.2480694691784|11935.565878428937|-4640.0|-4640.0|-4640.0|QROCK3X8|QROCK3X8|1.0|1.0|340.164666008|32.0|22|rock|-|SG000352|-|224
UTNTSkyEdge_tnt04c_12471_0|12471|0|1|2041|2041|2944.0|12000.0|3136.0|12224.0|3040.3796283011825|12111.674604313272|-4640.0|-4640.0|-4640.0|QROCK3X8|QROCK3X8|1.0|1.0|533.266656491|32.0|22|rock|-|SG000353|-|225
UTNTSkyEdge_tnt04c_12472_0|12472|0|1|2040|2040|-576.0|11872.0|-320.0|11872.0|-448.0|11871.5|-4640.0|-4640.0|-4640.0|QROCK3X8|QROCK3X8|1.0|1.0|598.156913953|32.0|22|rock|-|SG000352|-|224
UTNTSkyEdge_tnt04c_12473_0|12473|0|1|2059|2059|-320.0|11872.0|-128.0|11840.0|-224.08219949365267|11855.506803038084|-4640.0|-4640.0|-4640.0|QROCK3X8|QROCK3X8|1.0|1.0|0.0|32.0|22|rock|-|SG000354|-|226
UTNTSkyEdge_tnt04c_12474_0|12474|0|1|2059|2059|-128.0|11840.0|160.0|11904.0|16.108465228909328|11871.511906469908|-4640.0|-4640.0|-4640.0|QROCK3X8|QROCK3X8|1.0|1.0|194.64840097|32.0|22|rock|-|SG000354|-|226
UTNTSkyEdge_tnt04c_12475_0|12475|0|1|2059|2059|160.0|11904.0|320.0|12032.0|240.31234752377722|11967.609565595278|-4640.0|-4640.0|-4640.0|QROCK3X8|QROCK3X8|1.0|1.0|489.673823603|32.0|22|rock|-|SG000354|-|226
UTNTSkyEdge_tnt04c_12476_0|12476|0|1|2057|2057|320.0|12032.0|512.0|12160.0|416.2773500981126|12095.58397485283|-4640.0|-4640.0|-4640.0|QROCK3X8|QROCK3X8|1.0|1.0|0.0|32.0|22|rock|-|SG000355|-|227
UTNTSkyEdge_tnt04c_12477_0|12477|0|1|2057|2057|512.0|12160.0|576.0|12160.0|544.0|12159.5|-4640.0|-4640.0|-4640.0|QROCK3X8|QROCK3X8|1.0|1.0|230.75528163|32.0|22|rock|-|SG000355|-|227
UTNTSkyEdge_tnt04c_12478_0|12478|0|1|2057|2057|1600.0|12160.0|1696.0|12096.0|1647.7226499018873|12127.58397485283|-4640.0|-4640.0|-4640.0|QROCK3X8|QROCK3X8|1.0|1.0|324.0|32.0|22|rock|-|SG000355|-|227
UTNTSkyEdge_tnt04c_12479_0|12479|0|1|2057|2057|1696.0|12096.0|1792.0|11936.0|1743.5712535371438|12015.742752122287|-4640.0|-4640.0|-4640.0|QROCK3X8|QROCK3X8|1.0|1.0|439.377640815|32.0|22|rock|-|SG000355|-|227
UTNTSkyEdge_tnt04c_12480_0|12480|0|1|2057|2057|1792.0|11936.0|2048.0|11872.0|1919.8787321874818|11903.514928749928|-4640.0|-4640.0|-4640.0|QROCK3X8|QROCK3X8|1.0|1.0|625.96810145|32.0|22|rock|-|SG000355|-|227
UTNTSkyEdge_tnt04c_12481_0|12481|0|1|2058|2058|2048.0|11872.0|2464.0|11808.0|2255.923971407873|11839.505814151174|-4640.0|-4640.0|-4640.0|QROCK3X8|QROCK3X8|1.0|1.0|0.0|32.0|22|rock|-|SG000356|-|228
UTNTSkyEdge_tnt04c_12482_0|12482|0|1|2041|2041|2464.0|11808.0|2720.0|11840.0|2592.0620173672946|11823.503861061643|-4640.0|-4640.0|-4640.0|QROCK3X8|QROCK3X8|1.0|1.0|0.0|32.0|22|rock|-|SG000353|-|225
UTNTSkyEdge_tnt04c_12483_0|12483|0|1|2041|2041|2720.0|11840.0|2944.0|12000.0|2832.2906190968597|11919.593133264396|-4640.0|-4640.0|-4640.0|QROCK3X8|QROCK3X8|1.0|1.0|257.992247946|32.0|22|rock|-|SG000353|-|225
UTNTSkyEdge_tnt04c_13412_0|13412|0|1|2057|2057|1472.0|12160.0|1600.0|12160.0|1536.0|12159.5|-4640.0|-4640.0|-4640.0|QROCK3X8|QROCK3X8|1.0|1.0|196.0|32.0|22|rock|-|SG000355|-|227
UTNTSkyEdge_tnt04c_15020_0|15020|0|1|2057|2057|1344.0|12160.0|1376.0|12160.0|1360.0|12159.5|-4640.0|-4640.0|-4640.0|QROCK3|QROCK3X8|1.0|1.0|68.0|32.0|22|rock|-|SG000355|-|227
