UTNTSkyEdge_tnt04cn_436_0|436|0|1|1165|1165|512.0|-1792.0|544.0|-1792.0|528.0|-1792.5|5120.0|5120.0|5120.0|QROCK3|QROCK3X8|1.0|1.0|61.0|0.0|22|rock|-|SG000474|-|283
UTNTSkyEdge_tnt04cn_523_0|523|0|1|1159|1159|-768.0|-1792.0|-608.0|-1792.0|-688.0|-1792.5|5120.0|5120.0|5120.0|QROCK3X8|QROCK3X8|1.0|1.0|0.0|0.0|22|rock|-|SG000475|-|284
UTNTSkyEdge_tnt04cn_524_0|524|0|1|1166|1166|640.0|-1792.0|976.0|-1696.0|808.1373605639487|-1744.4807619738203|5120.0|5120.0|5120.0|QROCK3X8|QROCK3X8|1.0|1.0|189.0|0.0|22|rock|-|SG000476|-|285
UTNTSkyEdge_tnt04cn_525_0|525|0|1|1170|1170|1536.0|-1536.0|1664.0|-1376.0|1600.3904344047214|-1456.3123475237771|5120.0|5120.0|5120.0|QROCK3X8|QROCK3X8|1.0|1.0|0.0|0.0|22|rock|-|SG000477|-|286
UTNTSkyEdge_tnt04cn_526_0|526|0|1|1172|1172|2048.0|-896.0|2048.0|-576.0|2048.5|-736.0|5120.0|5120.0|5120.0|QROCK3|QROCK3X8|1.0|1.0|515.799951196|0.0|22|rock|-|SG000478|-|287
UTNTSkyEdge_tnt04cn_527_0|527|0|1|1173|1173|2048.0|-256.0|1920.0|512.0|1984.493196961916|128.08219949365267|5120.0|5120.0|5120.0|QROCK3X8|QROCK3X8|1.0|1.0|320.0|0.0|22|rock|-|SG000479|-|288
UTNTSkyEdge_tnt04cn_528_0|528|0|1|1174|1174|1920.0|512.0|1152.0|1024.0|1536.2773500981127|768.416025147169|5120.0|5120.0|5120.0|QROCK3X8|QROCK3X8|1.0|1.0|0.0|0.0|22|rock|-|SG000480|-|289
UTNTSkyEdge_tnt04cn_529_0|529|0|1|1174|1174|1152.0|1024.0|-768.0|1024.0|192.0|1024.5|5120.0|5120.0|5120.0|QROCK3X8|QROCK3X8|1.0|1.0|923.021126519|0.0|22|rock|-|SG000480|-|289
UTNTSkyEdge_tnt04cn_530_0|530|0|1|1174|1174|-768.0|1024.0|-1408.0|640.0|-1088.2572478777138|832.4287464628562|5120.0|5120.0|5120.0|QROCK3X8|QROCK3X8|1.0|1.0|795.021126519|0.0|22|rock|-|SG000480|-|289
UTNTSkyEdge_tnt04cn_531_0|531|0|1|1157|1157|-1408.0|640.0|-1664.0|-384.0|-1536.4850712500727|128.12126781251817|5120.0|5120.0|5120.0|QROCK3X8|QROCK3X8|1.0|1.0|0.0|0.0|22|rock|-|SG000481|-|290
