UTNTSkyEdge_tnt04b_447_0|447|0|1|312|312|1472.0|-800.0|1472.0|-768.0|1472.5|-784.0|384.0|384.0|384.0|QROCK3|QROCK3X8|1.0|1.0|102.0|0.0|22|rock|-|SG001421|-|424
UTNTSkyEdge_tnt04b_480_0|480|0|1|311|311|1488.0|-176.0|1440.0|-96.0|1464.4287464628562|-135.74275212228625|384.0|384.0|384.0|QROCK3|QROCK3X8|1.0|1.0|94.0|0.0|22|rock|-|SG001422|-|425
UTNTSkyEdge_tnt04b_481_0|481|0|1|311|311|1440.0|-96.0|1488.0|-48.0|1464.3535533905933|-72.35355339059328|384.0|384.0|384.0|QROCK3|QROCK3X8|1.0|1.0|187.295230318|0.0|22|rock|-|SG001422|-|425
UTNTSkyEdge_tnt04b_482_0|482|0|1|311|311|1488.0|-48.0|1632.0|0.0|1560.1581138830084|-24.474341649025256|384.0|384.0|384.0|QROCK3|QROCK3X8|1.0|1.0|255.177481311|0.0|22|rock|-|SG001422|-|425
UTNTSkyEdge_tnt04b_483_0|483|0|1|473|473|1632.0|0.0|1644.0|16.0|1638.4|7.7|384.0|384.0|384.0|QROCK3|QROCK3X8|1.0|1.0|103.0|0.0|22|rock|-|SG001423|-|426
UTNTSkyEdge_tnt04b_484_0|484|0|0|473|473|1696.0|56.0|1680.0|160.0|1688.4941858488253|108.07602859212697|384.0|384.0|384.0|QROCK3|QROCK3X8|1.0|1.0|188.604877867|-768.0|22|rock|-|SG001423|-|426
UTNTSkyEdge_tnt04b_485_0|485|0|0|473|473|1680.0|160.0|1596.0|184.0|1638.1373605639487|172.48076197382042|384.0|384.0|384.0|QROCK3|QROCK3X8|1.0|1.0|293.828449371|-768.0|22|rock|-|SG001423|-|426
UTNTSkyEdge_tnt04b_486_0|486|0|1|473|473|1568.0|192.0|1504.0|256.0|1536.3535533905933|224.35355339059328|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|29.120439557|0.0|22|rock|-|SG001423|-|426
UTNTSkyEdge_tnt04b_487_0|487|0|1|473|473|1504.0|256.0|1520.0|368.0|1512.4949747468306|311.92928932188136|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|119.630107549|0.0|22|rock|-|SG001423|-|426
UTNTSkyEdge_tnt04b_488_0|488|0|1|473|473|1520.0|368.0|1456.0|416.0|1488.3|392.4|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|232.767192539|0.0|22|rock|-|SG001423|-|426
UTNTSkyEdge_tnt04b_489_0|489|0|1|473|473|1456.0|416.0|1440.0|464.0|1448.4743416490253|440.1581138830084|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|312.767192539|0.0|22|rock|-|SG001423|-|426
UTNTSkyEdge_tnt04b_494_0|494|0|1|510|510|1408.0|896.0|1536.0|1024.0|1472.3535533905933|959.6464466094068|384.0|384.0|384.0|QROCK3|QROCK3X8|1.0|1.0|116.0|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_496_0|496|0|1|510|510|4096.0|1024.0|3968.0|960.0|4031.77639320225|992.4472135955|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|0.0|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_497_0|497|0|1|510|510|3968.0|960.0|3904.0|832.0|3935.5527864045002|896.22360679775|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|143.10835056|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_498_0|498|0|1|510|510|3904.0|832.0|3968.0|768.0|3935.6464466094067|799.6464466094068|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|286.21670112|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_499_0|499|0|1|510|510|3968.0|768.0|3904.0|640.0|3935.5527864045002|704.22360679775|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|376.726369112|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_500_0|500|0|1|510|510|3904.0|640.0|3904.0|576.0|3903.5|608.0|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|519.834719672|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_501_0|501|0|1|510|510|3904.0|576.0|3968.0|512.0|3935.6464466094067|543.6464466094068|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|583.834719672|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_502_0|502|0|1|510|510|3968.0|512.0|3968.0|384.0|3967.5|448.0|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|674.344387664|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_503_0|503|0|1|510|510|3968.0|384.0|3904.0|320.0|3935.6464466094067|352.3535533905933|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|802.344387664|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_504_0|504|0|1|510|510|3904.0|320.0|3904.0|192.0|3903.5|256.0|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|892.854055656|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_505_0|505|0|1|510|510|3904.0|192.0|3968.0|64.0|3935.5527864045002|127.77639320225002|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|1020.854055656|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_506_0|506|0|1|510|510|3968.0|64.0|3904.0|-64.0|3935.5527864045002|0.22360679774997896|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|139.962406216|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_507_0|507|0|1|929|929|3904.0|-64.0|3936.0|-80.0|3919.77639320225|-72.44721359549996|384.0|384.0|384.0|QROCK3|QROCK3X8|1.0|1.0|46.0|0.0|22|rock|-|SG001425|-|428
UTNTSkyEdge_tnt04b_509_0|509|0|0|929|929|3928.0|-832.0|4000.0|-848.0|3963.891534771091|-840.488093530092|384.0|384.0|384.0|QROCK3|QROCK3X8|1.0|1.0|870.570748162|-968.0|20.16|rock|-|SG001425|-|428
UTNTSkyEdge_tnt04b_513_0|513|0|1|510|510|3904.0|-896.0|3968.0|-1088.0|3935.525658350975|-992.1581138830085|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|0.0|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_514_0|514|0|1|510|510|3968.0|-1088.0|4032.0|-1216.0|3999.5527864045002|-1152.2236067977499|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|202.385770251|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_515_0|515|0|0|510|510|4032.0|-1216.0|4032.0|-1312.0|4031.5|-1264.0|384.0|384.0|384.0|QROCK3|QROCK3X8|1.0|1.0|118.0|0.0|20.16|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_516_0|516|0|1|510|510|4032.0|-1344.0|3968.0|-1408.0|3999.6464466094067|-1375.6464466094067|384.0|384.0|384.0|QROCK3|QROCK3X8|1.0|1.0|118.0|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_517_0|517|0|1|510|510|3968.0|-1408.0|3968.0|-1424.0|3967.5|-1416.0|384.0|384.0|384.0|QROCK3|QROCK3X8|1.0|1.0|208.509667992|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_518_0|518|0|1|510|510|3968.0|-1536.0|4032.0|-1600.0|3999.6464466094067|-1568.3535533905933|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|16.0|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_519_0|519|0|1|510|510|4032.0|-1600.0|4096.0|-1728.0|4063.5527864045002|-1664.2236067977499|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|106.509667992|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_520_0|520|0|1|510|510|4096.0|-1728.0|4288.0|-1792.0|4191.841886116991|-1760.4743416490253|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|249.618018552|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_521_0|521|0|1|510|510|4288.0|-1792.0|4352.0|-1920.0|4319.5527864045|-1856.2236067977499|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|452.003788803|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_523_0|523|0|1|510|510|-528.0|-1920.0|-192.0|-1984.0|-360.093556053945|-1952.4911692832113|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|0.0|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_524_0|524|0|1|510|510|1280.0|-1856.0|1408.0|-1792.0|1344.2236067977499|-1824.4472135955|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|349.441467285|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_525_0|525|0|1|510|510|1408.0|-1792.0|1472.0|-1728.0|1440.3535533905933|-1760.3535533905933|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|492.549817845|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_527_0|527|0|1|510|510|1472.0|-1536.0|1408.0|-1408.0|1440.4472135955|-1471.7763932022501|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|0.0|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_528_0|528|0|1|510|510|1408.0|-1408.0|1472.0|-1344.0|1440.3535533905933|-1376.3535533905933|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|143.10835056|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_529_0|529|0|1|510|510|1472.0|-1344.0|1536.0|-1152.0|1504.4743416490253|-1248.1581138830084|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|233.618018552|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_530_0|530|0|1|510|510|1536.0|-1152.0|1472.0|-1088.0|1504.3535533905933|-1119.6464466094067|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|436.003788803|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_531_0|531|0|1|510|510|1472.0|-1088.0|1408.0|-1024.0|1440.3535533905933|-1055.6464466094067|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|526.513456795|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_532_0|532|0|1|510|510|1408.0|-1024.0|1472.0|-960.0|1440.3535533905933|-992.3535533905932|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|617.023124786|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_533_0|533|0|1|510|510|1472.0|-960.0|1472.0|-896.0|1472.5|-928.0|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|707.532792778|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_534_0|534|0|1|510|510|1472.0|-896.0|1472.0|-800.0|1472.5|-848.0|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|771.532792778|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_535_0|535|0|1|312|312|1472.0|-768.0|1472.0|-704.0|1472.5|-736.0|384.0|384.0|384.0|QROCK3|QROCK3X8|1.0|1.0|134.0|0.0|22|rock|-|SG001421|-|424
UTNTSkyEdge_tnt04b_548_0|548|0|1|510|510|2208.0|-1696.0|2272.0|-1760.0|2239.6464466094067|-1728.3535533905933|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|0.0|0.0|22|rock|-|SG001424|-|427
UTNTSkyEdge_tnt04b_549_0|549|0|0|263|263|2208.0|-1472.0|2208.0|-1600.0|2207.5|-1536.0|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|732.723078811|-528.0|22|rock|-|SG001426|-|429
UTNTSkyEdge_tnt04b_551_0|551|0|1|263|263|2208.0|-1408.0|2208.0|-1472.0|2207.5|-1440.0|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|668.723078811|0.0|22|rock|-|SG001426|-|429
UTNTSkyEdge_tnt04b_552_0|552|0|1|263|263|2272.0|-1280.0|2208.0|-1408.0|2239.5527864045002|-1343.7763932022501|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|525.614728251|0.0|22|rock|-|SG001426|-|429
UTNTSkyEdge_tnt04b_553_0|553|0|1|263|263|2400.0|-1248.0|2272.0|-1280.0|2335.878732187482|-1263.5149287499273|384.0|384.0|384.0|QROCK3X8|QROCK3X8|1.0|1.0|393.675348231|0.0|22|rock|-|SG001426|-|429
UTNTSkyEdge_tnt04b_554_0|554|0|1|473|473|2240.0|416.0|2400.0|384.0|2319.901941932431|399.50970966215453|384.0|384.0|384.0|QROCK3|QROCK3X8|1.0|1.0|185.509667992|0.0|22|rock|-|SG001423|-|426
UTNTSkyEdge_tnt04b_555_0|555|0|1|233|233|2400.0|384.0|2432.0|384.0|2416.0|383.5|384.0|384.0|384.0|QROCK3|QROCK3X8|1.0|1.0|93.0|0.0|22|rock|-|SG001427|-|430
UTNTSkyEdge_tnt04b_556_1|556|1|0|233|233|2432.0|384.0|2560.0|384.0|2496.0|383.5|384.0|384.0|384.0|QROCK3|QROCK3X8|1.0|1.0|125.0|-576.0|22|rock|-|SG001427|-|430
