UTNTSkyEdge_tnt03a2_197_0|197|0|0|499|499|8016.0|-7648.0|7984.0|-7648.0|8000.0|-7647.5|-16.0|-16.0|-16.0|QROCK3|QROCK3X8|1.0|1.0|357.106110555|-944.0|22|rock|-|SG000971|-|352
UTNTSkyEdge_tnt03a2_432_0|432|0|1|158|158|6336.0|-2944.0|6336.0|-2991.0|6335.5|-2967.5|808.0|808.0|808.0|ICEY|XA00TEX|1.0|1.0|288.0|88.0|19.2|snow|-|SG000972|-|353
UTNTSkyEdge_tnt03a2_436_0|436|0|1|158|158|5632.0|-2944.0|6336.0|-2944.0|5984.0|-2944.5|808.0|808.0|808.0|ICEY|XA00TEX|1.0|1.0|96.0|88.0|19.2|snow|-|SG000972|-|353
UTNTSkyEdge_tnt03a2_441_0|441|0|1|158|158|6336.0|-2991.0|6336.0|-3040.0|6335.5|-3015.5|808.0|808.0|808.0|ICEY|XA00TEX|1.0|1.0|335.0|88.0|19.2|snow|-|SG000972|-|353
UTNTSkyEdge_tnt03a2_524_0|524|0|1|151|151|4528.0|-6784.0|4544.0|-6784.0|4536.0|-6784.5|478.0|478.0|478.0|ICEY|XA00TEX|1.0|1.0|35.77708764|34.0|9.6|snow|-|SG000973|-|354
UTNTSkyEdge_tnt03a2_525_0|525|0|1|583|583|4544.0|-6784.0|4544.0|-6800.0|4543.5|-6792.0|478.0|478.0|478.0|ICEY|XA00TEX|1.0|1.0|51.77708764|34.0|9.6|snow|-|SG000974|-|355
UTNTSkyEdge_tnt03a2_591_0|591|0|1|151|151|4512.0|-6816.0|4528.0|-6784.0|4520.4472135955|-6800.22360679775|478.0|478.0|478.0|ICEY|XA00TEX|1.0|1.0|0.0|34.0|9.6|snow|-|SG000973|-|354
UTNTSkyEdge_tnt03a2_642_0|642|0|1|158|158|5632.0|-3040.0|5632.0|-2944.0|5632.5|-2992.0|808.0|808.0|808.0|ICEY|XA00TEX|1.0|1.0|0.0|88.0|19.2|snow|-|SG000972|-|353
UTNTSkyEdge_tnt03a2_647_0|647|0|1|218|218|6336.0|-3072.0|6336.0|-3136.0|6335.5|-3104.0|808.0|808.0|808.0|ICEY|XA00TEX|1.0|1.0|0.0|88.0|19.2|snow|-|SG000975|-|356
UTNTSkyEdge_tnt03a2_1041_0|1041|0|0|499|499|8000.0|-7536.0|7936.0|-7488.0|7968.3|-7511.6|-16.0|-16.0|-16.0|QROCK3|QROCK3X8|1.0|1.0|511.256728397|-944.0|22|rock|-|SG000971|-|352
UTNTSkyEdge_tnt03a2_1234_0|1234|0|1|218|218|6336.0|-3136.0|5632.0|-3136.0|5984.0|-3135.5|808.0|808.0|808.0|ICEY|XA00TEX|1.0|1.0|64.0|88.0|19.2|snow|-|SG000975|-|356
UTNTSkyEdge_tnt03a2_1608_0|1608|0|0|499|499|7984.0|-7648.0|8000.0|-7616.0|7992.4472135955|-7632.22360679775|-16.0|-16.0|-16.0|QROCK3|QROCK3X8|1.0|1.0|389.106110555|-944.0|22|rock|-|SG000971|-|352
UTNTSkyEdge_tnt03a2_3045_0|3045|0|0|499|499|8032.0|-7568.0|8048.0|-7616.0|8039.5256583509745|-7592.158113883009|-16.0|-16.0|-16.0|QROCK3|QROCK3X8|1.0|1.0|261.254833996|-944.0|22|rock|-|SG000971|-|352
UTNTSkyEdge_tnt03a2_3196_0|3196|0|0|272|272|7840.0|-7360.0|7808.0|-7392.0|7823.646446609407|-7375.646446609407|0.0|0.0|0.0|QROCK3|QROCK3X8|1.0|1.0|206.74677765|-944.0|22|rock|-|SG000976|-|357
UTNTSkyEdge_tnt03a2_3206_0|3206|0|0|499|499|8032.0|-7520.0|8032.0|-7568.0|8031.5|-7544.0|-16.0|-16.0|-16.0|QROCK3|QROCK3X8|1.0|1.0|213.254833996|-944.0|22|rock|-|SG000971|-|352
UTNTSkyEdge_tnt03a2_3212_0|3212|0|0|499|499|8048.0|-7616.0|8016.0|-7648.0|8031.646446609407|-7631.646446609407|-16.0|-16.0|-16.0|QROCK3|QROCK3X8|1.0|1.0|311.851276559|-944.0|22|rock|-|SG000971|-|352
UTNTSkyEdge_tnt03a2_3214_0|3214|0|0|499|499|8000.0|-7616.0|8016.0|-7584.0|8008.4472135955|-7600.22360679775|-16.0|-16.0|-16.0|QROCK3|QROCK3X8|1.0|1.0|424.883198195|-944.0|22|rock|-|SG000971|-|352
UTNTSkyEdge_tnt03a2_3216_0|3216|0|0|499|499|8000.0|-7488.0|8032.0|-7520.0|8015.646446609407|-7504.353553390593|-16.0|-16.0|-16.0|QROCK3|QROCK3X8|1.0|1.0|168.0|-944.0|22|rock|-|SG000971|-|352
UTNTSkyEdge_tnt03a2_3258_0|3258|0|0|272|272|7776.0|-7376.0|7840.0|-7360.0|7808.121267812518|-7368.485071250073|0.0|0.0|0.0|QROCK3|QROCK3X8|1.0|1.0|140.77708764|-944.0|22|rock|-|SG000976|-|357
UTNTSkyEdge_tnt03a2_3316_0|3316|0|1|583|583|4544.0|-6800.0|4512.0|-6816.0|4527.77639320225|-6807.5527864045|478.0|478.0|478.0|ICEY|XA00TEX|1.0|1.0|67.77708764|34.0|9.6|snow|-|SG000974|-|355
UTNTSkyEdge_tnt03a2_3608_0|3608|0|0|272|272|7728.0|-7360.0|7760.0|-7376.0|7743.77639320225|-7368.4472135955|0.0|0.0|0.0|QROCK3|QROCK3X8|1.0|1.0|89.0|-944.0|22|rock|-|SG000976|-|357
UTNTSkyEdge_tnt03a2_4324_0|4324|0|1|218|218|5632.0|-3136.0|5632.0|-3072.0|5632.5|-3104.0|808.0|808.0|808.0|ICEY|XA00TEX|1.0|1.0|256.0|88.0|19.2|snow|-|SG000975|-|356
UTNTSkyEdge_tnt03a2_4577_0|4577|0|0|272|272|7808.0|-7392.0|7776.0|-7392.0|7792.0|-7391.5|0.0|0.0|0.0|QROCK3|QROCK3X8|1.0|1.0|252.001611646|-944.0|22|rock|-|SG000976|-|357
UTNTSkyEdge_tnt03a2_4591_0|4591|0|0|272|272|7776.0|-7392.0|7728.0|-7360.0|7752.277350098113|-7375.5839748528315|0.0|0.0|0.0|QROCK3|QROCK3X8|1.0|1.0|284.001611646|-944.0|22|rock|-|SG000976|-|357
UTNTSkyEdge_tnt03a2_4610_0|4610|0|0|499|499|8016.0|-7584.0|8000.0|-7536.0|8008.4743416490255|-7559.841886116991|-16.0|-16.0|-16.0|QROCK3|QROCK3X8|1.0|1.0|460.660285835|-944.0|22|rock|-|SG000971|-|352
UTNTSkyEdge_tnt03a2_4619_0|4619|0|0|499|499|7936.0|-7488.0|8000.0|-7488.0|7968.0|-7488.5|-16.0|-16.0|-16.0|QROCK3|QROCK3X8|1.0|1.0|104.0|-944.0|22|rock|-|SG000971|-|352
UTNTSkyEdge_tnt03a2_4637_0|4637|0|0|272|272|7760.0|-7376.0|7776.0|-7376.0|7768.0|-7376.5|0.0|0.0|0.0|QROCK3|QROCK3X8|1.0|1.0|124.77708764|-944.0|22|rock|-|SG000976|-|357
UTNTSkyEdge_tnt03a2_8669_0|8669|0|1|1702|1702|8720.0|-5216.0|8768.0|-5072.0|8744.474341649026|-5144.158113883009|88.0|88.0|88.0|ICEY|XA00TEX|1.0|1.0|405.149378675|40.0|24|snow|-|SG000977|-|358
UTNTSkyEdge_tnt03a2_8676_0|8676|0|1|1702|1702|9880.0|-5096.0|9888.0|-5216.0|9883.501107421072|-5156.033259505262|88.0|88.0|88.0|ICEY|XA00TEX|1.0|1.0|53.0|40.0|24|snow|-|SG000977|-|358
UTNTSkyEdge_tnt03a2_8679_0|8679|0|1|1702|1702|8992.0|-5376.0|8768.0|-5376.0|8880.0|-5375.5|88.0|88.0|88.0|ICEY|XA00TEX|1.0|1.0|14.104474533|40.0|24|snow|-|SG000977|-|358
UTNTSkyEdge_tnt03a2_8683_0|8683|0|1|1702|1702|8768.0|-5376.0|8720.0|-5216.0|8744.478913142611|-5295.856326057216|88.0|88.0|88.0|ICEY|XA00TEX|1.0|1.0|238.104474533|40.0|24|snow|-|SG000977|-|358
UTNTSkyEdge_tnt03a2_8684_1|8684|1|0|1710|1710|9280.0|-4672.0|9408.0|-4672.0|9344.0|-4672.5|88.0|88.0|88.0|ICEY|XA00TEX|1.0|1.0|94.0|-376.0|24|snow|-|SG000978|-|359
UTNTSkyEdge_tnt03a2_8688_0|8688|0|1|1792|1792|8848.0|-4608.0|9024.0|-4544.0|8936.170871531544|-4576.469896711744|88.0|88.0|88.0|ICEY|XA00TEX|1.0|1.0|5.0|40.0|7|snow|-|SG000979|-|360
UTNTSkyEdge_tnt03a2_8689_0|8689|0|1|1798|1798|9408.0|-4672.0|9520.0|-4608.0|9464.248069469179|-4640.434121571062|88.0|88.0|88.0|ICEY|XA00TEX|1.0|1.0|94.0|40.0|24|snow|-|SG000980|-|361
UTNTSkyEdge_tnt03a2_8695_0|8695|0|1|1702|1702|9232.0|-5312.0|9104.0|-5312.0|9168.0|-5311.5|88.0|88.0|88.0|ICEY|XA00TEX|1.0|1.0|269.10835056|40.0|24|snow|-|SG000977|-|358
UTNTSkyEdge_tnt03a2_8699_0|8699|0|1|1792|1792|9024.0|-4544.0|9152.0|-4608.0|9087.77639320225|-4576.4472135955|88.0|88.0|88.0|ICEY|XA00TEX|1.0|1.0|192.275198572|40.0|7|snow|-|SG000979|-|360
UTNTSkyEdge_tnt03a2_8708_0|8708|0|1|1798|1798|9864.0|-4768.0|9896.0|-4912.0|9879.511906469908|-4840.108465228909|88.0|88.0|88.0|ICEY|XA00TEX|1.0|1.0|179.924225025|40.0|24|snow|-|SG000980|-|361
UTNTSkyEdge_tnt03a2_8715_0|8715|0|1|1793|1793|8832.0|-4768.0|8848.0|-4608.0|8840.497518595104|-4688.04975185951|88.0|88.0|88.0|ICEY|XA00TEX|1.0|1.0|100.0|40.0|16.2|snow|-|SG000981|-|362
UTNTSkyEdge_tnt03a2_8727_0|8727|0|1|1796|1796|9840.0|-5376.0|9488.0|-5440.0|9663.9105572809|-5407.50806504495|88.0|88.0|88.0|ICEY|XA00TEX|1.0|1.0|70.0|40.0|9.0|snow|-|SG000982|-|363
UTNTSkyEdge_tnt03a2_8732_0|8732|0|1|1795|1795|9888.0|-5216.0|9840.0|-5376.0|9863.521086857389|-5295.856326057216|88.0|88.0|88.0|ICEY|XA00TEX|1.0|1.0|45.0|40.0|16.2|snow|-|SG000983|-|364
UTNTSkyEdge_tnt03a2_8734_0|8734|0|1|1797|1797|9488.0|-5440.0|9360.0|-5376.0|9424.22360679775|-5407.5527864045|88.0|88.0|88.0|ICEY|XA00TEX|1.0|1.0|111.0|40.0|16.2|snow|-|SG000984|-|365
UTNTSkyEdge_tnt03a2_8735_0|8735|0|1|1798|1798|9824.0|-4608.0|9864.0|-4768.0|9843.514928749928|-4688.121267812518|88.0|88.0|88.0|ICEY|XA00TEX|1.0|1.0|15.0|40.0|24|snow|-|SG000980|-|361
UTNTSkyEdge_tnt03a2_8736_0|8736|0|1|1702|1702|9104.0|-5312.0|8992.0|-5376.0|9047.751930530821|-5343.565878428938|88.0|88.0|88.0|ICEY|XA00TEX|1.0|1.0|397.10835056|40.0|24|snow|-|SG000977|-|358
UTNTSkyEdge_tnt03a2_8743_0|8743|0|1|1798|1798|9520.0|-4608.0|9584.0|-4608.0|9552.0|-4608.5|88.0|88.0|88.0|ICEY|XA00TEX|1.0|1.0|222.996123973|40.0|24|snow|-|SG000980|-|361
UTNTSkyEdge_tnt03a2_8744_0|8744|0|1|1704|1704|8768.0|-4912.0|8832.0|-4768.0|8800.45690577431|-4840.203069233026|88.0|88.0|88.0|ICEY|XA00TEX|1.0|1.0|70.0|40.0|24|snow|-|SG000985|-|366
UTNTSkyEdge_tnt03a2_9127_0|9127|0|1|1704|1704|9152.0|-4608.0|9280.0|-4672.0|9215.77639320225|-4640.4472135955|88.0|88.0|88.0|ICEY|XA00TEX|1.0|1.0|79.0|40.0|24|snow|-|SG000985|-|366
UTNTSkyEdge_tnt03a2_9130_0|9130|0|1|1703|1703|9584.0|-4608.0|9712.0|-4608.0|9648.0|-4608.5|88.0|88.0|88.0|ICEY|XA00TEX|1.0|1.0|31.0|40.0|11.4|snow|-|SG000986|-|367
UTNTSkyEdge_tnt03a2_9136_0|9136|0|1|1794|1794|9712.0|-4608.0|9824.0|-4608.0|9768.0|-4608.5|88.0|88.0|88.0|ICEY|XA00TEX|1.0|1.0|31.0|40.0|16.8|snow|-|SG000987|-|368
UTNTSkyEdge_tnt03a2_9138_0|9138|0|1|1702|1702|9360.0|-5376.0|9232.0|-5312.0|9296.22360679775|-5343.5527864045|88.0|88.0|88.0|ICEY|XA00TEX|1.0|1.0|126.0|40.0|24|snow|-|SG000977|-|358
UTNTSkyEdge_tnt03a2_864_1_terrain_1_0|864|1|2|146|252|15328.0|-3224.0|15392.0|-3472.0|15359.515861338145|-3348.124939009511|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|113.780804634|480.0|8|snow|-|SG000988|-|369|1|0|252|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|113.780804634|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_864_1_terrain_1_1|864|1|2|146|252|15328.0|-3224.0|15392.0|-3472.0|15360.484138661855|-3347.875060990489|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|0.0|0.0|8|snow|-|SG000989|-|370|1|1|252|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|113.780804634|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_865_1_terrain_1_0|865|1|2|146|252|15336.0|-3664.0|15392.0|-3808.0|15363.53399766423|-3736.1812231305776|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|57.905774132|480.0|8|snow|-|SG000988|-|369|1|0|252|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|57.905774132|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_865_1_terrain_1_1|865|1|2|146|252|15336.0|-3664.0|15392.0|-3808.0|15364.46600233577|-3735.8187768694224|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|0.0|0.0|8|snow|-|SG000989|-|370|1|1|252|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|57.905774132|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_877_1_terrain_1_0|877|1|2|146|252|15344.0|-3944.0|15384.0|-4144.0|15363.509709662154|-4044.098058067569|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|356.633488477|480.0|8|snow|-|SG000988|-|369|1|0|252|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|356.633488477|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_877_1_terrain_1_1|877|1|2|146|252|15344.0|-3944.0|15384.0|-4144.0|15364.490290337846|-4043.901941932431|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|0.0|0.0|8|snow|-|SG000989|-|370|1|1|252|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|356.633488477|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_878_1_terrain_1_0|878|1|2|146|252|15384.0|-4144.0|15352.0|-4296.0|15367.510725107506|-4219.896994759475|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|48.59426902|480.0|8|snow|-|SG000988|-|369|1|0|252|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|48.59426902|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_878_1_terrain_1_1|878|1|2|146|252|15384.0|-4144.0|15352.0|-4296.0|15368.489274892494|-4220.103005240525|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|0.0|0.0|8|snow|-|SG000989|-|370|1|1|252|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|48.59426902|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_881_1_terrain_1_0|881|1|2|266|252|15424.0|-4400.0|15424.0|-1936.0|15424.5|-3168.0|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|0.0|480.0|8|snow|-|SG000990|-|371|1|0|252|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|0.0|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_881_1_terrain_1_1|881|1|2|266|252|15424.0|-4400.0|15424.0|-1936.0|15423.5|-3168.0|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|0.0|0.0|8|snow|-|SG000989|-|370|1|1|252|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|0.0|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_883_1_terrain_1_0|883|1|2|266|252|15424.0|-1936.0|13024.0|-1936.0|14224.0|-1935.5|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|416.0|480.0|8|snow|-|SG000990|-|371|1|0|252|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|416.0|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_883_1_terrain_1_1|883|1|2|266|252|15424.0|-1936.0|13024.0|-1936.0|14224.0|-1936.5|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|0.0|0.0|8|snow|-|SG000989|-|370|1|1|252|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|416.0|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_887_0_terrain_1_0|887|0|2|146|2047|14832.0|-4408.0|14760.0|-4320.0|14796.386978649602|-4363.683381104871|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|73.951899422|480.0|8|snow|-|SG000988|-|369|1|0|2047|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|73.951899422|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_887_0_terrain_1_1|887|0|2|146|2047|14832.0|-4408.0|14760.0|-4320.0|14795.613021350398|-4364.316618895129|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|0.0|0.0|8|snow|-|SG000991|-|372|1|1|2047|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|73.951899422|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_888_0_terrain_1_0|888|0|2|146|2047|14232.0|-3984.0|14272.0|-3920.0|14252.423999152003|-3952.2649994700014|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|107.340638016|480.0|8|snow|-|SG000988|-|369|1|0|2047|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|107.340638016|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_888_0_terrain_1_1|888|0|2|146|2047|14232.0|-3984.0|14272.0|-3920.0|14251.576000847997|-3951.7350005299986|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|0.0|0.0|8|snow|-|SG000991|-|372|1|1|2047|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|107.340638016|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_889_0_terrain_1_0|889|0|2|146|2047|14272.0|-3920.0|14272.0|-3800.0|14272.5|-3860.0|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|182.812487072|480.0|8|snow|-|SG000988|-|369|1|0|2047|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|182.812487072|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_889_0_terrain_1_1|889|0|2|146|2047|14272.0|-3920.0|14272.0|-3800.0|14271.5|-3860.0|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|0.0|0.0|8|snow|-|SG000991|-|372|1|1|2047|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|182.812487072|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_890_0_terrain_1_0|890|0|2|146|2047|14760.0|-4320.0|14696.0|-4280.0|14728.264999470002|-4299.576000847997|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|187.653262651|480.0|8|snow|-|SG000988|-|369|1|0|2047|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|187.653262651|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_890_0_terrain_1_1|890|0|2|146|2047|14760.0|-4320.0|14696.0|-4280.0|14727.735000529998|-4300.423999152003|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|0.0|0.0|8|snow|-|SG000991|-|372|1|1|2047|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|187.653262651|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_891_0_terrain_1_0|891|0|2|146|2047|14696.0|-4280.0|14640.0|-4312.0|14667.751930530821|-4295.565878428938|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|263.125111707|480.0|8|snow|-|SG000988|-|369|1|0|2047|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|263.125111707|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_891_0_terrain_1_1|891|0|2|146|2047|14696.0|-4280.0|14640.0|-4312.0|14668.248069469179|-4296.434121571062|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|0.0|0.0|8|snow|-|SG000991|-|372|1|1|2047|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|263.125111707|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_892_0_terrain_1_0|892|0|2|146|2047|14640.0|-4312.0|14576.0|-4296.0|14608.121267812518|-4303.514928749927|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|327.623173694|480.0|8|snow|-|SG000988|-|369|1|0|2047|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|327.623173694|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_892_0_terrain_1_1|892|0|2|146|2047|14640.0|-4312.0|14576.0|-4296.0|14607.878732187482|-4304.485071250073|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|0.0|0.0|8|snow|-|SG000991|-|372|1|1|2047|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|327.623173694|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_893_0_terrain_1_0|893|0|2|146|2047|14208.0|-3688.0|14160.0|-3640.0|14184.353553390592|-3663.6464466094067|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|454.366662352|480.0|8|snow|-|SG000988|-|369|1|0|2047|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|454.366662352|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_893_0_terrain_1_1|893|0|2|146|2047|14208.0|-3688.0|14160.0|-3640.0|14183.646446609408|-3664.3535533905933|32.0|32.0|32.0|ICEY|XA00TEX|1.0|1.0|0.0|0.0|8|snow|-|SG000991|-|372|1|1|2047|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|454.366662352|480.0|-32.0|-32.0|32.0|32.0|416.0|416.0|416.0|416.0
UTNTSkyEdge_tnt03a2_894_1_terrain_1_0|894|1|2|258|259|13648.0|-3976.0|13760.0|-3936.0|13704.1681681985|-3956.4708709557976|-8.0|-8.0|-8.0|ICEY|XA00TEX|1.0|1.0|458.878105487|8.0|3.84|snow|-|SG000992|-|373|1|0|259|XA00TEX|-|1.0|1.0|0.0|0.0|0.0|XA00TEX|-|1.0|1.0|458.878105487|8.0|-32.0|-32.0|-8.0|-8.0|416.0|416.0|416.0|416.0
