UTNTLavaLip_tnt04cn_344_0|344|0|193|0|-3269.0|-4620.0|-3224.0|-4744.0|-3246.5|-4682.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_898_0|898|0|193|0|-3328.0|-3456.0|-3306.0|-3496.0|-3317.0|-3476.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_899_0|899|0|193|0|-3200.0|-3584.0|-3219.0|-3646.0|-3209.5|-3615.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_900_0|900|0|193|0|-3200.0|-3840.0|-3259.0|-3924.0|-3229.5|-3882.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_901_0|901|0|193|0|-3328.0|-4224.0|-3334.0|-4359.0|-3331.0|-4291.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_902_0|902|0|193|0|-3224.0|-4744.0|-3158.0|-4866.0|-3191.0|-4805.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_903_0|903|0|193|0|-2816.0|-5120.0|-2690.0|-5158.0|-2753.0|-5139.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_904_0|904|0|193|0|-2304.0|-5120.0|-2147.0|-5167.0|-2225.5|-5143.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_905_0|905|0|193|0|-1664.0|-5120.0|-1587.0|-5021.0|-1625.5|-5070.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_906_0|906|0|193|0|-1432.0|-4616.0|-1253.0|-4551.0|-1342.5|-4583.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_907_0|907|0|193|0|-896.0|-4224.0|-842.0|-4274.0|-869.0|-4249.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_908_0|908|0|193|0|-640.0|-4352.0|-605.0|-4465.0|-622.5|-4408.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_909_0|909|0|193|0|-384.0|-4736.0|-270.0|-4701.0|-327.0|-4718.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_910_0|910|0|193|0|0.0|-4480.0|59.0|-4395.0|29.5|-4437.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_911_0|911|0|193|0|128.0|-4096.0|253.0|-4134.0|190.5|-4115.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_912_0|912|0|193|0|640.0|-4096.0|724.0|-4155.0|682.0|-4125.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_913_0|913|0|193|0|1024.0|-4224.0|1171.0|-4302.0|1097.5|-4263.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_914_0|914|0|193|0|1664.0|-4352.0|1808.0|-4327.0|1736.0|-4339.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_915_0|915|0|193|0|2176.0|-4096.0|2364.0|-4153.0|2270.0|-4124.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_916_0|916|0|193|0|2944.0|-4096.0|2987.0|-4177.0|2965.5|-4136.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_917_0|917|0|193|0|3200.0|-4352.0|3193.0|-4487.0|3196.5|-4419.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_918_0|918|0|193|0|3328.0|-4864.0|3412.0|-4923.0|3370.0|-4893.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_919_0|919|0|193|0|3712.0|-4992.0|3803.0|-4916.0|3757.5|-4954.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_920_0|920|0|193|0|3968.0|-4608.0|3943.0|-4463.0|3955.5|-4535.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_921_0|921|0|193|0|3712.0|-4096.0|3699.0|-4023.0|3705.5|-4059.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_922_0|922|0|193|0|3584.0|-3840.0|3643.0|-3755.0|3613.5|-3797.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_923_0|923|0|193|0|3712.0|-3456.0|3856.0|-3431.0|3784.0|-3443.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_924_0|924|0|193|0|4224.0|-3200.0|4308.0|-3259.0|4266.0|-3229.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_925_0|925|0|193|0|4608.0|-3328.0|4730.0|-3262.0|4669.0|-3295.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_926_0|926|0|193|0|4992.0|-2944.0|4935.0|-2789.0|4963.5|-2866.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_927_0|927|0|193|0|4608.0|-2432.0|4573.0|-2318.0|4590.5|-2375.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_928_0|928|0|193|0|4352.0|-2048.0|4440.0|-1869.0|4396.0|-1958.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_929_0|929|0|193|0|4480.0|-1280.0|4590.0|-1142.0|4535.0|-1211.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_930_0|930|0|193|0|4736.0|-640.0|4742.0|-504.0|4739.0|-572.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_931_0|931|0|193|0|4608.0|-128.0|4570.0|88.0|4589.0|-20.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_932_0|932|0|193|0|4224.0|640.0|4271.0|796.0|4247.5|718.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_933_0|933|0|193|0|4224.0|1280.0|4274.0|1333.0|4249.0|1306.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_934_0|934|0|193|0|4352.0|1536.0|4484.0|1632.0|4418.0|1584.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_935_0|935|0|193|0|4736.0|2048.0|4733.0|2151.0|4734.5|2099.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_936_0|936|0|193|0|4608.0|2432.0|4523.0|2491.0|4565.5|2461.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_937_0|937|0|193|0|4224.0|2560.0|4110.0|2525.0|4167.0|2542.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_938_0|938|0|193|0|3840.0|2304.0|3748.0|2228.0|3794.0|2266.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_939_0|939|0|193|0|3584.0|1920.0|3552.0|1929.0|3568.0|1924.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_940_0|940|0|193|0|3456.0|1920.0|3431.0|2064.0|3443.5|1992.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_941_0|941|0|193|0|3200.0|2432.0|3156.0|2513.0|3178.0|2472.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_942_0|942|0|193|0|2944.0|2688.0|2808.0|2694.0|2876.0|2691.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_943_0|943|0|193|0|2432.0|2560.0|2294.0|2670.0|2363.0|2615.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_944_0|944|0|193|0|1792.0|2816.0|1468.0|2879.0|1630.0|2847.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_945_0|945|0|193|0|512.0|2688.0|145.0|2833.0|328.5|2760.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_946_0|946|0|193|0|-1024.0|2816.0|-1231.0|2810.0|-1127.5|2813.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_947_0|947|0|193|0|-1792.0|2560.0|-1939.0|2638.0|-1865.5|2599.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_948_0|948|0|193|0|-2432.0|2688.0|-2526.0|2716.0|-2479.0|2702.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_949_0|949|0|193|0|-2816.0|2688.0|-2919.0|2685.0|-2867.5|2686.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_950_0|950|0|193|0|-3200.0|2560.0|-3238.0|2434.0|-3219.0|2497.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_951_0|951|0|193|0|-3200.0|2048.0|-3250.0|1994.0|-3225.0|2021.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_952_0|952|0|193|0|-3328.0|1792.0|-3412.0|1851.0|-3370.0|1821.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_953_0|953|0|193|0|-3712.0|1920.0|-3765.0|1970.0|-3738.5|1945.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_954_0|954|0|193|0|-3968.0|2048.0|-4059.0|1972.0|-4013.5|2010.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_955_0|955|0|193|0|-4224.0|1664.0|-4199.0|1519.0|-4211.5|1591.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_956_0|956|0|193|0|-3968.0|1152.0|-3914.0|1101.0|-3941.0|1126.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_957_0|957|0|193|0|-3712.0|1024.0|-3822.0|886.0|-3767.0|955.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_958_0|958|0|193|0|-3968.0|384.0|-4006.0|258.0|-3987.0|321.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_959_0|959|0|193|0|-3968.0|-128.0|-4003.0|-357.0|-3985.5|-242.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_960_0|960|0|193|0|-3840.0|-1024.0|-3921.0|-1067.0|-3880.5|-1045.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_961_0|961|0|193|0|-4096.0|-1280.0|-4124.0|-1374.0|-4110.0|-1327.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_962_0|962|0|193|0|-4096.0|-1664.0|-4033.0|-1683.0|-4064.5|-1673.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_963_0|963|0|193|0|-3840.0|-1664.0|-3827.0|-1736.0|-3833.5|-1700.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_964_0|964|0|193|0|-3712.0|-1920.0|-3709.0|-2023.0|-3710.5|-1971.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_965_0|965|0|193|0|-3584.0|-2304.0|-3656.0|-2316.0|-3620.0|-2310.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_966_0|966|0|193|0|-3840.0|-2432.0|-3962.0|-2497.0|-3901.0|-2464.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_967_0|967|0|193|0|-4224.0|-2816.0|-4158.0|-2938.0|-4191.0|-2877.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_968_0|968|0|193|0|-3840.0|-3200.0|-3724.0|-3269.0|-3782.0|-3234.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_969_0|969|0|193|0|-3328.0|-3328.0|-3337.0|-3359.0|-3332.5|-3343.5|0.0|0.0|0.0|QLAVA|LAVA|4.0
UTNTLavaLip_tnt04cn_1037_0|1037|0|193|0|-243.0|2904.0|-638.0|2898.0|-440.5|2901.0|0.0|0.0|0.0|QLAVA|LAVA|4.0
