4706|-6516|-1498|122.553|1614
4930|-6516|-1498|196.000|1614
6274|-6516|-1498|137.437|1255
6498|-6516|-1498|172.036|1308
6722|-6516|-1498|56.399|1255
4706|-6292|-1498|170.941|1614
4930|-6292|-1498|320.000|1304
5154|-6292|-1498|195.539|1614
5378|-6292|-1498|149.035|1614
5602|-6292|-1498|133.152|1614
5826|-6292|-1498|121.532|1255
6050|-6292|-1498|64.278|1255
6498|-6292|-1498|188.825|1306
6722|-6292|-1498|48.998|1255
4034|-6068|-1498|71.046|1614
4258|-6068|-1498|196.000|1162
4482|-6068|-1498|206.411|1614
4706|-6068|-1498|320.000|1614
4930|-6068|-1498|320.000|1614
5154|-6068|-1498|281.365|1614
5378|-6068|-1498|62.069|1614
6498|-6068|-1498|144.486|1255
6722|-6068|-1498|54.000|1255
4258|-5844|-1498|266.000|1153
4482|-5844|-1498|320.000|1161
4706|-5844|-1498|320.000|905
4930|-5844|-1498|320.000|1614
5154|-5844|-1498|320.000|1614
5378|-5844|-1498|167.146|1614
6498|-5844|-1498|139.363|1123
6722|-5844|-1498|55.151|1123
4258|-5620|-1498|116.403|1614
4482|-5620|-1498|303.261|1614
4706|-5620|-1498|320.000|1614
4930|-5620|-1498|320.000|1614
5154|-5620|-1498|320.000|1614
5378|-5620|-1498|248.164|1163
5602|-5620|-1498|130.636|1614
5826|-5620|-1498|116.000|1123
6050|-5620|-1498|98.764|1123
6274|-5620|-1498|82.973|1123
6498|-5620|-1498|118.604|1123
6722|-5620|-1498|171.118|1123
6946|-5620|-1498|127.761|1123
7170|-5620|-1498|102.680|1123
7394|-5620|-1498|154.877|1123
4482|-5396|-1498|246.209|1614
4706|-5396|-1498|320.000|899
4930|-5396|-1498|320.000|1614
5154|-5396|-1498|320.000|1614
5378|-5396|-1498|264.389|1163
5602|-5396|-1498|50.412|1614
7394|-5396|-1498|201.157|1123
4482|-5172|-1498|234.000|1614
4706|-5172|-1498|320.000|1614
4930|-5172|-1498|320.000|1614
5154|-5172|-1498|174.483|1614
5378|-5172|-1498|76.000|1163
6274|-5172|-1498|61.376|1123
6498|-5172|-1498|182.379|1123
6722|-5172|-1498|185.304|1123
7394|-5172|-1498|89.666|1123
4482|-4948|-1498|243.202|1089
4706|-4948|-1498|320.000|1089
4930|-4948|-1498|320.000|1089
5154|-4948|-1498|118.000|1089
6498|-4948|-1498|154.000|1227
6722|-4948|-1498|320.000|1165
6946|-4948|-1498|212.880|1165
7170|-4948|-1498|214.000|1208
4482|-4724|-1498|212.601|1089
4706|-4724|-1498|320.000|1089
4930|-4724|-1498|320.000|1089
5154|-4724|-1498|139.146|1089
6498|-4724|-1498|239.487|1166
6722|-4724|-1498|320.000|1166
6946|-4724|-1498|320.000|1166
7170|-4724|-1498|246.000|1166
4482|-4500|-1498|202.000|1164
4706|-4500|-1498|320.000|1164
4930|-4500|-1498|320.000|1164
5154|-4500|-1498|267.686|1164
5378|-4500|-1498|76.613|1164
6498|-4500|-1498|262.432|1166
6722|-4500|-1498|320.000|1166
6946|-4500|-1498|320.000|1166
7170|-4500|-1498|320.000|1314
7394|-4500|-1498|154.513|1166
4482|-4276|-1498|221.268|1164
4706|-4276|-1498|320.000|1164
4930|-4276|-1498|320.000|1164
5154|-4276|-1498|316.923|1296
5378|-4276|-1498|93.741|1164
6498|-4276|-1498|184.204|1166
6722|-4276|-1498|320.000|1166
6946|-4276|-1498|320.000|1166
7170|-4276|-1498|320.000|1166
7394|-4276|-1498|118.646|1166
4258|-4052|-1498|127.465|1164
4482|-4052|-1498|320.000|1097
4706|-4052|-1498|320.000|1164
4930|-4052|-1498|320.000|1164
5154|-4052|-1498|313.393|1297
5378|-4052|-1498|89.738|1164
6498|-4052|-1498|182.703|1166
6722|-4052|-1498|320.000|1319
6946|-4052|-1498|320.000|1166
7170|-4052|-1498|188.987|1166
4258|-3828|-1498|151.780|1106
4482|-3828|-1498|253.725|1106
4706|-3828|-1498|158.721|1164
4930|-3828|-1498|201.275|1164
5154|-3828|-1498|190.237|1164
5378|-3828|-1498|51.659|1164
6498|-3828|-1498|124.717|1166
6722|-3828|-1498|184.664|1166
6946|-3828|-1498|178.267|1166
7170|-3828|-1498|52.648|1166
4482|-3604|-1498|60.000|1164
